0, -1.52948, -0.141481, 0.717773; 
0.01, -1.52957, -0.141426, 0.717703; 
0.02, -1.52896, -0.141317, 0.718103; 
0.03, -1.52764, -0.141162, 0.719664; 
0.04, -1.52574, -0.140849, 0.722501; 
0.05, -1.52364, -0.140501, 0.725795; 
0.06, -1.52152, -0.140088, 0.728633; 
0.07, -1.51941, -0.139559, 0.73018; 
0.08, -1.51733, -0.138903, 0.730441; 
0.09, -1.51542, -0.138091, 0.729789; 
0.1, -1.51392, -0.137159, 0.728845; 
0.11, -1.51304, -0.136224, 0.728249; 
0.12, -1.51281, -0.135356, 0.728144; 
0.13, -1.51306, -0.134537, 0.72854; 
0.14, -1.51362, -0.133706, 0.729198; 
0.15, -1.5143, -0.132824, 0.729789; 
0.16, -1.51502, -0.131906, 0.730091; 
0.17, -1.51578, -0.130914, 0.730071; 
0.18, -1.5166, -0.129849, 0.729826; 
0.19, -1.51755, -0.128834, 0.729513; 
0.2, -1.51866, -0.127968, 0.729295; 
0.21, -1.51989, -0.127112, 0.729209; 
0.22, -1.52119, -0.126268, 0.729302; 
0.23, -1.52266, -0.125671, 0.729376; 
0.24, -1.52421, -0.125101, 0.729381; 
0.25, -1.52578, -0.124498, 0.729352; 
0.26, -1.52743, -0.123911, 0.729262; 
0.27, -1.52917, -0.123439, 0.729086; 
0.28, -1.53095, -0.123, 0.728867; 
0.29, -1.53278, -0.122687, 0.728764; 
0.3, -1.53463, -0.122455, 0.728703; 
0.31, -1.53653, -0.122384, 0.728635; 
0.32, -1.53845, -0.122385, 0.728641; 
0.33, -1.54036, -0.122368, 0.728675; 
0.34, -1.5423, -0.122499, 0.728644; 
0.35, -1.54428, -0.122637, 0.728554; 
0.36, -1.54627, -0.122921, 0.728505; 
0.37, -1.54826, -0.123294, 0.728441; 
0.38, -1.55024, -0.123816, 0.728374; 
0.39, -1.55219, -0.12442, 0.72834; 
0.4, -1.5541, -0.125049, 0.728332; 
0.41, -1.55598, -0.125782, 0.728337; 
0.42, -1.55785, -0.12663, 0.728326; 
0.43, -1.55968, -0.127528, 0.728307; 
0.44, -1.56147, -0.128531, 0.728283; 
0.45, -1.56323, -0.129629, 0.728266; 
0.46, -1.56496, -0.130837, 0.728246; 
0.47, -1.56659, -0.132051, 0.728225; 
0.48, -1.56818, -0.133411, 0.728205; 
0.49, -1.56972, -0.134817, 0.728199; 
0.5, -1.57118, -0.136261, 0.728151; 
0.51, -1.57255, -0.137807, 0.728127; 
0.52, -1.57391, -0.139397, 0.728096; 
0.53, -1.57514, -0.141098, 0.728073; 
0.54, -1.57626, -0.142694, 0.728022; 
0.55, -1.57736, -0.144457, 0.728006; 
0.56, -1.57836, -0.146288, 0.728001; 
0.57, -1.57928, -0.148197, 0.727983; 
0.58, -1.5801, -0.15018, 0.728015; 
0.59, -1.58084, -0.152033, 0.727986; 
0.6, -1.58146, -0.15391, 0.727829; 
0.61, -1.58213, -0.15588, 0.727662; 
0.62, -1.5826, -0.157826, 0.727513; 
0.63, -1.58291, -0.159881, 0.727527; 
0.64, -1.5831, -0.161956, 0.727559; 
0.65, -1.58318, -0.164008, 0.727747; 
0.66, -1.58313, -0.165916, 0.727777; 
0.67, -1.58328, -0.168165, 0.727788; 
0.68, -1.58326, -0.170388, 0.72764; 
0.69, -1.5832, -0.172599, 0.727435; 
0.7, -1.58298, -0.174862, 0.727453; 
0.71, -1.58251, -0.176786, 0.727288; 
0.72, -1.58191, -0.178601, 0.727163; 
0.73, -1.58125, -0.180317, 0.727064; 
0.74, -1.58051, -0.182203, 0.726882; 
0.75, -1.57981, -0.184229, 0.726875; 
0.76, -1.57902, -0.186272, 0.726931; 
0.77, -1.57804, -0.188145, 0.726981; 
0.78, -1.57692, -0.190021, 0.727064; 
0.79, -1.57582, -0.191927, 0.727035; 
0.8, -1.57466, -0.19357, 0.726921; 
0.81, -1.57348, -0.195376, 0.726836; 
0.82, -1.57218, -0.196902, 0.726755; 
0.83, -1.57068, -0.198418, 0.726612; 
0.84, -1.56918, -0.19998, 0.726665; 
0.85, -1.56762, -0.201407, 0.7267; 
0.86, -1.56601, -0.202675, 0.72665; 
0.87, -1.56438, -0.203955, 0.726659; 
0.88, -1.56261, -0.205065, 0.726505; 
0.89, -1.56081, -0.20624, 0.726407; 
0.9, -1.55896, -0.20725, 0.726398; 
0.91, -1.55707, -0.208166, 0.726398; 
0.92, -1.55511, -0.208982, 0.726416; 
0.93, -1.5531, -0.209715, 0.726375; 
0.94, -1.5511, -0.210329, 0.72631; 
0.95, -1.54911, -0.21092, 0.726265; 
0.96, -1.54707, -0.211418, 0.726224; 
0.97, -1.54496, -0.211694, 0.726101; 
0.98, -1.54287, -0.211922, 0.72605; 
0.99, -1.54078, -0.212064, 0.726011; 
1, -1.53868, -0.212136, 0.725973; 
1.01, -1.53658, -0.212067, 0.7259; 
1.02, -1.53449, -0.211948, 0.72587; 
1.03, -1.53239, -0.211696, 0.725803; 
1.04, -1.53033, -0.211362, 0.725782; 
1.05, -1.52829, -0.210955, 0.725782; 
1.06, -1.52625, -0.21031, 0.725675; 
1.07, -1.52427, -0.209727, 0.725638; 
1.08, -1.52227, -0.208964, 0.725578; 
1.09, -1.52039, -0.208324, 0.725559; 
1.1, -1.51849, -0.20737, 0.725516; 
1.11, -1.51663, -0.206284, 0.725473; 
1.12, -1.5148, -0.205063, 0.725368; 
1.13, -1.51305, -0.203922, 0.725273; 
1.14, -1.51141, -0.202792, 0.725179; 
1.15, -1.50979, -0.201491, 0.725117; 
1.16, -1.50822, -0.200039, 0.725032; 
1.17, -1.50671, -0.198469, 0.724962; 
1.18, -1.50532, -0.19696, 0.724911; 
1.19, -1.50401, -0.1954, 0.724827; 
1.2, -1.5027, -0.193652, 0.724681; 
1.21, -1.50149, -0.191876, 0.724617; 
1.22, -1.50039, -0.190093, 0.724561; 
