0, 0.93978, 0.341781, 0.000234668, -0.341781, 0.939779, -0.000679515, -0.000452781, 0.000558389, 1; 
0.01, 0.939779, 0.341781, 0.000786193, -0.341781, 0.93978, -0.000151479, -0.000790621, -0.000126349, 1; 
0.02, 0.939777, 0.341772, 0.00329073, -0.341786, 0.93976, 0.00572855, -0.00113464, -0.00650829, 0.999978; 
0.03, 0.939771, 0.341704, 0.00827532, -0.341801, 0.939587, 0.0186652, -0.00139742, -0.0203695, 0.999792; 
0.04, 0.939749, 0.341488, 0.0160434, -0.341857, 0.939015, 0.0372154, -0.00235634, -0.0404576, 0.999178; 
0.05, 0.939707, 0.341072, 0.0249117, -0.341963, 0.937893, 0.0584638, -0.00342418, -0.0634577, 0.997979; 
0.06, 0.939668, 0.340513, 0.032795, -0.342066, 0.936379, 0.0786475, -0.00392804, -0.0851205, 0.996363; 
0.07, 0.939645, 0.339827, 0.0398121, -0.34213, 0.934515, 0.0981298, -0.00385785, -0.105828, 0.994377; 
0.08, 0.939632, 0.339115, 0.0457537, -0.342168, 0.932574, 0.115005, -0.00366886, -0.123718, 0.992311; 
0.09, 0.939615, 0.338457, 0.0506986, -0.342213, 0.930779, 0.128611, -0.0036601, -0.138194, 0.990398; 
0.1, 0.939608, 0.337825, 0.0548811, -0.342236, 0.929055, 0.140467, -0.00353423, -0.150766, 0.988563; 
0.11, 0.939619, 0.3373, 0.0578358, -0.342208, 0.927621, 0.14971, -0.00315255, -0.160462, 0.987037; 
0.12, 0.939611, 0.336794, 0.0608286, -0.342229, 0.926239, 0.157989, -0.00313192, -0.169266, 0.985565; 
0.13, 0.939606, 0.336343, 0.0633542, -0.342244, 0.925007, 0.165019, -0.00310006, -0.176736, 0.984253; 
0.14, 0.939594, 0.335858, 0.0660547, -0.342277, 0.92368, 0.172227, -0.00316969, -0.184432, 0.98284; 
0.15, 0.939584, 0.335448, 0.0682461, -0.342304, 0.92256, 0.178077, -0.00322548, -0.190679, 0.981647; 
0.16, 0.93957, 0.334988, 0.070653, -0.342342, 0.921303, 0.184399, -0.00332112, -0.197444, 0.980309; 
0.17, 0.939552, 0.334537, 0.0729903, -0.342389, 0.920068, 0.19038, -0.00346699, -0.203863, 0.978993; 
0.18, 0.939532, 0.334087, 0.0752748, -0.342443, 0.918839, 0.196133, -0.00363974, -0.210051, 0.977684; 
