0, 0.939779, 0.341781, 0.00046786, -0.341781, 0.93978, -0.000125515, -0.000482584, -4.19492e-05, 1; 
0.01, 0.939779, 0.341781, 0.00102861, -0.341781, 0.939779, 0.000395106, -0.000831628, -0.000722872, 0.999999; 
0.02, 0.948194, 0.317691, 0.000813716, -0.317692, 0.948192, 0.00177916, -0.00020634, -0.0019455, 0.999998; 
0.03, 0.955764, 0.294122, 0.00260252, -0.294134, 0.955733, 0.00777893, -0.000199363, -0.00820031, 0.999966; 
0.04, 0.962169, 0.272422, 0.0041489, -0.272453, 0.962071, 0.0137458, -0.000246913, -0.0143562, 0.999897; 
0.05, 0.967648, 0.252256, 0.00484509, -0.252303, 0.967487, 0.0176942, -0.0002241, -0.0183442, 0.999832; 
0.06, 0.972354, 0.233446, 0.00546591, -0.233509, 0.972117, 0.021479, -0.000299351, -0.0221615, 0.999754; 
0.07, 0.976409, 0.215861, 0.00542513, -0.21593, 0.976133, 0.0232355, -0.000280025, -0.0238588, 0.999715; 
0.08, 0.979906, 0.199403, 0.00469436, -0.199458, 0.979633, 0.0231589, 1.9131e-05, -0.0236299, 0.999721; 
0.09, 0.982925, 0.183959, 0.00422838, -0.184008, 0.982642, 0.0235841, 0.000183521, -0.0239594, 0.999713; 
0.1, 0.985527, 0.16949, 0.00321516, -0.169519, 0.985274, 0.0223371, 0.000618158, -0.0225588, 0.999745; 
0.11, 0.987765, 0.155937, 0.00218528, -0.155949, 0.987546, 0.0208041, 0.00108611, -0.0208904, 0.999781; 
0.12, 0.989684, 0.143265, 0.00123506, -0.143262, 0.989496, 0.0193127, 0.00154477, -0.0192904, 0.999813; 
0.13, 0.991324, 0.131439, 0.000274116, -0.131424, 0.991172, 0.0174793, 0.00202578, -0.0173637, 0.999847; 
0.14, 0.992723, 0.120418, -0.000495677, -0.120396, 0.9926, 0.015829, 0.00239807, -0.0156542, 0.999875; 
0.15, 0.993911, 0.110183, -0.0012517, -0.110155, 0.993815, 0.0140774, 0.00279504, -0.0138538, 0.9999; 
0.16, 0.994918, 0.100677, -0.00184472, -0.100647, 0.994846, 0.0123072, 0.00307429, -0.012059, 0.999923; 
0.17, 0.995766, 0.09189, -0.00247795, -0.0918597, 0.995718, 0.0103786, 0.00342101, -0.010107, 0.999943; 
0.18, 0.996482, 0.08377, -0.00267756, -0.0837416, 0.996443, 0.00939485, 0.00345501, -0.0091376, 0.999952; 
0.19, 0.997079, 0.0763073, -0.00317465, -0.0762813, 0.997057, 0.00761461, 0.00374636, -0.00735022, 0.999966; 
0.2, 0.997581, 0.0694396, -0.0033691, -0.0694169, 0.997567, 0.00643822, 0.00380799, -0.00618879, 0.999974; 
0.21, 0.997997, 0.0631591, -0.00365834, -0.0631402, 0.997992, 0.00508379, 0.00397207, -0.00484265, 0.99998; 
0.22, 0.998343, 0.0574129, -0.00382245, -0.0573978, 0.998344, 0.00393341, 0.00404195, -0.00370751, 0.999985; 
0.23, 0.99863, 0.0521653, -0.00408803, -0.052156, 0.998636, 0.00232662, 0.00420381, -0.00211022, 0.999989; 
0.24, 0.998869, 0.0473879, -0.00388419, -0.0473808, 0.998875, 0.00189812, 0.00396977, -0.00171197, 0.999991; 
0.25, 0.999065, 0.0430551, -0.00386294, -0.0430521, 0.999072, 0.000847566, 0.00389585, -0.000680497, 0.999992; 
0.26, 0.999226, 0.0391572, -0.00378175, -0.039157, 0.999233, 0.000130072, 0.00378394, 1.81156e-05, 0.999993; 
0.27, 0.999358, 0.035665, -0.00343941, -0.0356643, 0.999364, 0.000273051, 0.00344695, -0.000150192, 0.999994; 
0.28, 0.999464, 0.032538, -0.00362074, -0.0325421, 0.99947, -0.00106893, 0.00358403, 0.00118615, 0.999993; 
0.29, 0.999552, 0.0297547, -0.00339317, -0.029759, 0.999556, -0.00122292, 0.00335527, 0.00132337, 0.999994; 
0.3, 0.999622, 0.0272938, -0.00322953, -0.0272988, 0.999626, -0.00153598, 0.00318637, 0.00162357, 0.999994; 
0.31, 0.999679, 0.0251282, -0.00315009, -0.0251348, 0.999682, -0.00209652, 0.0030964, 0.00217505, 0.999993; 
0.32, 0.999725, 0.0232505, -0.00314716, -0.0232589, 0.999726, -0.00266117, 0.00308441, 0.00273364, 0.999991; 
0.33, 0.999762, 0.0216288, -0.00279078, -0.021635, 0.999764, -0.00219599, 0.00274261, 0.00225588, 0.999994; 
