0, 0.93978, 0.341781, 0.00021301, -0.341781, 0.93978, -0.000298197, -0.000302101, 0.000207437, 1; 
0.01, 0.93978, 0.341781, 0.000377103, -0.341781, 0.939779, 0.000609215, -0.000146175, -0.000701415, 1; 
0.02, 0.939771, 0.34177, -0.00494485, -0.3418, 0.939741, -0.00774049, 0.0020014, 0.00896443, 0.999958; 
0.03, 0.939689, 0.341613, -0.0168812, -0.341974, 0.939284, -0.0282683, 0.00619945, 0.0323363, 0.999458; 
0.04, 0.939377, 0.341029, -0.0356322, -0.342623, 0.937643, -0.058617, 0.0134201, 0.0672719, 0.997644; 
0.05, 0.938726, 0.339761, -0.0579319, -0.343982, 0.934113, -0.0954457, 0.0216861, 0.109525, 0.993748; 
0.06, 0.937636, 0.337614, -0.0827954, -0.346253, 0.928161, -0.136473, 0.0307723, 0.15663, 0.987178; 
0.07, 0.936079, 0.334487, -0.108968, -0.349503, 0.919512, -0.179846, 0.0400409, 0.206435, 0.977641; 
0.08, 0.934177, 0.330621, -0.134174, -0.353471, 0.908832, -0.221544, 0.0486942, 0.254388, 0.965876; 
0.09, 0.932158, 0.326318, -0.156839, -0.357712, 0.896955, -0.259832, 0.0558901, 0.298308, 0.952832; 
0.1, 0.930171, 0.321773, -0.176759, -0.361934, 0.884419, -0.294628, 0.0615256, 0.33803, 0.939122; 
0.11, 0.928443, 0.317477, -0.192877, -0.36566, 0.872571, -0.323902, 0.0654673, 0.371252, 0.926221; 
0.12, 0.927069, 0.31342, -0.205698, -0.36873, 0.861388, -0.349355, 0.0676906, 0.399723, 0.914133; 
0.13, 0.926015, 0.309919, -0.215516, -0.37114, 0.851737, -0.369863, 0.0689351, 0.422485, 0.903744; 
0.14, 0.925149, 0.306738, -0.223633, -0.373159, 0.84297, -0.387497, 0.0696565, 0.441943, 0.894335; 
0.15, 0.924365, 0.303817, -0.230748, -0.374983, 0.834922, -0.402855, 0.0702622, 0.458912, 0.885699; 
0.16, 0.923609, 0.301073, -0.237278, -0.376723, 0.827362, -0.416596, 0.0708889, 0.47416, 0.87758; 
0.17, 0.922811, 0.298259, -0.243846, -0.378542, 0.819608, -0.430057, 0.0715898, 0.489167, 0.869247; 
0.18, 0.921965, 0.295484, -0.250339, -0.380435, 0.811963, -0.442703, 0.0724546, 0.503394, 0.861014; 
0.19, 0.92109, 0.292768, -0.256671, -0.382365, 0.804481, -0.454541, 0.0734117, 0.516815, 0.852944; 
0.2, 0.920214, 0.290121, -0.262746, -0.384285, 0.797192, -0.465628, 0.0743706, 0.529447, 0.845077; 
0.21, 0.919349, 0.287453, -0.26864, -0.386184, 0.789843, -0.476455, 0.0752249, 0.541773, 0.837152; 
0.22, 0.918524, 0.285033, -0.273991, -0.387977, 0.783176, -0.48591, 0.0760825, 0.552622, 0.829952; 
