0, -0.225019,-0.357883,-0.401761,0,0,0,0;
0.005, 1.06987,0.820857,0.700931,0,0,0,0;
0.01, 10.1058,44.0859,12.7498,0,0,0,0;
0.015, 7.79294,-0.0891403,5.48389,0,0,0,0;
0.02, 3.95562,-0.277769,1.28514,0,0,0,0;
0.025, 1.25643,-1.00907,1.33175,0,0,0,0;
0.03, -0.323305,0.300089,1.23168,0,0,0,0;
0.035, -0.267156,-1.26484,1.29789,0,0,0,0;
0.04, -0.824723,0.508441,0.817562,0,0,0,0;
0.045, -1.36037,-1.40294,1.29952,0,0,0,0;
0.05, -1.81462,-0.282645,0.486392,0,0,0,0;
0.055, -1.23762,-0.857126,0.587914,0,0,0,0;
0.06, -0.92864,-0.512847,1.05074,0,0,0,0;
0.065, -0.846329,0.221392,0.234555,0,0,0,0;
0.07, -1.85663,-1.08816,0.697924,0,0,0,0;
0.075, -1.71002,-0.853122,0.589703,0,0,0,0;
0.08, -1.25701,0.327754,0.0038498,0,0,0,0;
0.085, -1.84582,-0.793368,0.196023,0,0,0,0;
0.09, -2.38578,-1.22131,0.449905,0,0,0,0;
0.095, -1.95372,0.0899265,0.39229,0,0,0,0;
0.1, -1.06432,-0.731743,-0.0104795,0,0,0,0;
0.105, -1.82917,-0.217425,0.191872,0,0,0,0;
0.11, -1.41325,-0.902647,0.385264,0,0,0,0;
0.115, -2.41263,-0.163125,-0.0725797,0,0,0,0;
0.12, -0.676883,-0.700516,0.216487,0,0,0,0;
0.125, -1.60594,-0.431076,0.397868,0,0,0,0;
0.13, -2.42233,-0.599121,-0.236334,0,0,0,0;
0.135, -1.06955,-0.730905,0.705504,0,0,0,0;
0.14, -1.26919,-0.427763,-0.226701,0,0,0,0;
0.145, -1.351,-0.459638,0.16819,0,0,0,0;
0.15, -1.46658,-1.45068,-0.477172,0,0,0,0;
0.155, -1.03217,0.0142411,-0.235146,0,0,0,0;
0.16, -1.28986,-0.810463,0.180193,0,0,0,0;
0.165, -1.36709,0.546985,-0.403847,0,0,0,0;
0.17, -1.19713,-0.654724,-0.124234,0,0,0,0;
0.175, -1.11674,-0.828788,-0.281638,0,0,0,0;
0.18, -1.27139,-0.88115,-0.281631,0,0,0,0;
0.185, -1.40359,-0.782874,-0.151003,0,0,0,0;
0.19, -2.16095,0.148295,-0.626449,0,0,0,0;
0.195, -1.39019,-0.0452388,-0.25705,0,0,0,0;
0.2, -1.79582,-1.63697,0.139326,0,0,0,0;
0.205, -1.22525,-0.61976,-0.607627,0,0,0,0;
0.21, -1.28364,-0.70112,0.00628167,0,0,0,0;
0.215, -0.725218,0.276087,-0.734836,0,0,0,0;
0.22, -1.17699,-0.138274,0.0153009,0,0,0,0;
0.225, -0.693717,-0.850509,-0.602796,0,0,0,0;
0.23, 0.0048182,-0.00995258,-0.243085,0,0,0,0;
0.235, -1.76805,-0.170309,-0.557018,0,0,0,0;
0.24, -1.55838,-0.365565,-0.436995,0,0,0,0;
0.245, -0.487422,-1.86783,-0.122456,0,0,0,0;
0.25, -1.39018,-0.68931,-0.933993,0,0,0,0;
0.255, -2.26053,1.11816,-0.687874,0,0,0,0;
0.26, -0.76938,-0.0174916,-0.308678,0,0,0,0;
0.265, -0.0661891,-0.483179,-0.444785,0,0,0,0;
0.27, -1.26806,-1.05085,-0.584407,0,0,0,0;
0.275, -1.29685,-0.83215,-0.807609,0,0,0,0;
0.28, -0.68299,0.269102,-0.622151,0,0,0,0;
0.285, -1.67863,0.0487807,-0.911065,0,0,0,0;
0.29, -1.75343,-0.550918,-0.625271,0,0,0,0;
0.295, -1.19925,-0.270288,-0.614446,0,0,0,0;
0.3, -0.717743,-0.669218,-0.443099,0,0,0,0;
0.305, -1.02665,-0.467828,-0.635624,0,0,0,0;
0.31, -0.464453,-0.0743088,-0.526044,0,0,0,0;
0.315, -0.550765,0.0270549,-0.965821,0,0,0,0;
0.32, 0.448997,0.15863,-0.411854,0,0,0,0;
0.325, -0.686644,-0.297239,-0.814527,0,0,0,0;
0.33, -0.56097,-0.584716,-0.687124,0,0,0,0;
0.335, -0.861878,-0.603891,-0.676938,0,0,0,0;
0.34, -0.802366,-0.438907,-0.94085,0,0,0,0;
0.345, -0.729315,0.467283,-0.740935,0,0,0,0;
0.35, -0.354498,-0.727554,-0.846102,0,0,0,0;
0.355, -0.0729406,0.456757,-1.08637,0,0,0,0;
0.36, 0.053627,-0.541682,-0.627466,0,0,0,0;
0.365, -0.869679,-0.549829,-0.801775,0,0,0,0;
0.37, -0.79259,-0.731776,-0.706753,0,0,0,0;
0.375, -1.0531,0.39695,-1.1124,0,0,0,0;
0.38, -0.644799,-1.43051,-0.736448,0,0,0,0;
0.385, 0.0113454,-0.0130114,-0.947674,0,0,0,0;
0.39, -0.425644,-0.0329469,-0.479053,0,0,0,0;
0.395, 0.324754,-1.10212,-0.711662,0,0,0,0;
0.4, 0.286846,0.298764,-1.24827,0,0,0,0;
0.405, -0.0363097,-0.690263,-0.57526,0,0,0,0;
0.41, -0.658255,0.370162,-0.660628,0,0,0,0;
0.415, 0.444942,-0.19391,-0.710472,0,0,0,0;
0.42, 0.11913,-0.959613,-0.601862,0,0,0,0;
0.425, 0.0764096,-0.642347,-1.04188,0,0,0,0;
0.43, -0.523942,0.286994,-0.916484,0,0,0,0;
0.435, 0.312997,-1.58891,-0.728772,0,0,0,0;
0.44, 0.0501437,0.90492,-0.847429,0,0,0,0;
0.445, -0.300314,-0.651481,-0.962741,0,0,0,0;
0.45, 0.257104,-0.553588,-0.500861,0,0,0,0;
0.455, 0.445858,-0.0337651,-1.50601,0,0,0,0;
0.46, -0.271651,-0.0482834,-0.521887,0,0,0,0;
0.465, 0.520597,-1.10197,-1.10198,0,0,0,0;
0.47, 0.670253,0.268242,-0.522303,0,0,0,0;
0.475, 1.08243,0.207652,-1.08696,0,0,0,0;
0.48, 0.230167,-0.280175,-0.496321,0,0,0,0;
0.485, 0.400586,0.912561,-0.965952,0,0,0,0;
0.49, -0.178699,-0.742286,-0.519706,0,0,0,0;
0.495, 0.579607,-0.328995,-0.70812,0,0,0,0;
0.5, 0.0666111,-0.881123,-0.952744,0,0,0,0;
0.505, 2.25627,0.833474,-0.558113,0,0,0,0;
0.51, 2.03274,0.865682,-0.609936,0,0,0,0;
0.515, 1.02866,-0.557375,-0.26776,0,0,0,0;
0.52, 0.444375,-0.227715,-0.935709,0,0,0,0;
0.525, 0.623529,0.950122,-0.542972,0,0,0,0;
0.53, 0.118083,-0.187136,-0.328556,0,0,0,0;
0.535, 1.05411,0.131536,-0.977771,0,0,0,0;
0.54, -0.369003,1.60984,-0.714863,0,0,0,0;
0.545, 0.226352,-0.382191,-0.328562,0,0,0,0;
0.55, 1.88282,0.072539,-0.746439,0,0,0,0;
0.555, 1.82896,0.430716,-0.297157,0,0,0,0;
0.56, 1.4515,0.820727,-0.835671,0,0,0,0;
0.565, 2.0533,-0.34353,-0.170638,0,0,0,0;
0.57, 0.324044,1.0453,-0.534524,0,0,0,0;
0.575, 0.849797,-0.161083,-0.207859,0,0,0,0;
0.58, 0.758723,0.5852,-0.464222,0,0,0,0;
0.585, 1.28975,0.744095,-0.188257,0,0,0,0;
0.59, 1.07864,0.948263,-0.461376,0,0,0,0;
0.595, 1.05712,0.312888,-0.0237564,0,0,0,0;
0.6, 1.21931,0.126866,-0.129281,0,0,0,0;
0.605, 1.94605,1.36879,-0.494952,0,0,0,0;
0.61, 0.961901,0.330949,-0.634433,0,0,0,0;
0.615, 2.50051,0.873971,0.232172,0,0,0,0;
0.62, 0.282588,0.322319,-0.45185,0,0,0,0;
0.625, 0.41507,1.12526,-0.202119,0,0,0,0;
