0, -0.00721152,0.00721152,0.0015927,0,0,0,0;
0.01, -0.0133879,-0.0289862,-0.000287009,0,0,0,0;
0.02, -3.5419,0.988828,0.017483,-1.37413,4.50019,0.575258,0.575258;
0.03, -6.25215,0.88997,0.0213179,-2.36871,7.75419,0.990952,0.990952;
0.04, -6.99326,0.685168,0.0391428,-2.33403,7.70745,0.744305,0.744305;
0.05, -6.90141,0.783588,0.0788669,-2.11148,6.74049,0.316155,0.316155;
0.06, -6.16118,0.709225,0.115821,-1.93338,5.57274,-0.0511817,-0.0511817;
0.07, -5.12938,0.602297,0.138038,-1.7983,4.40848,-0.339504,-0.339504;
0.08, -4.0495,0.504293,0.143458,-1.69502,3.3671,-0.538023,-0.538023;
0.09, -3.12767,0.405657,0.138621,-1.60677,2.50759,-0.659069,-0.659069;
0.1, -2.37208,0.319004,0.127012,-1.5224,1.84037,-0.722165,-0.722165;
0.11, -1.73652,0.245684,0.111375,-1.43702,1.33869,-0.743485,-0.743485;
0.12, -1.25085,0.196916,0.0945379,-1.34995,0.969706,-0.736908,-0.736908;
0.13, -0.769387,0.163052,0.0785296,-1.26236,0.706169,-0.713343,-0.713343;
0.14, -0.581745,0.130784,0.0652369,-1.17637,0.52055,-0.681269,-0.681269;
0.15, -0.443255,0.0992948,0.0533952,-1.09405,0.401949,-0.647789,-0.647789;
0.16, -0.300462,0.0797718,0.0425745,-1.01542,0.316014,-0.612173,-0.612173;
0.17, -0.242595,0.0630464,0.0347565,-0.940875,0.252661,-0.575796,-0.575796;
0.18, -0.161634,0.0546438,0.0284544,-0.871098,0.20937,-0.541034,-0.541034;
0.19, -0.132771,0.0454327,0.023703,-0.805837,0.176597,-0.507411,-0.507411;
0.2, -0.135461,0.0266076,0.0202806,-0.745487,0.154599,-0.476597,-0.476597;
0.21, -0.0931297,0.0208651,0.0168727,-0.689507,0.137992,-0.44762,-0.44762;
0.22, -0.0713142,0.0143022,0.0129835,-0.637092,0.123445,-0.418979,-0.418979;
0.23, -0.0569499,0.00524028,0.00832222,-0.588786,0.114119,-0.392832,-0.392832;
0.24, -0.0485574,-0.000684676,0.00617886,-0.544202,0.10809,-0.368672,-0.368672;
0.25, -0.0345789,0.00029154,0.00576059,-0.502936,0.104384,-0.346044,-0.346044;
0.26, -0.0545389,0.00249589,0.00491854,-0.464824,0.102162,-0.324963,-0.324963;
0.27, -0.087558,0.00191139,0.00341693,-0.429967,0.101514,-0.306088,-0.306088;
0.28, -0.07367,-0.00132589,0.0034554,-0.397912,0.0994493,-0.288522,-0.288522;
0.29, -0.0687362,-0.0124134,0.00298688,-0.36822,0.0948402,-0.271523,-0.271523;
0.3, -0.103187,-0.0109379,0.0017441,-0.340913,0.0917219,-0.255952,-0.255952;
0.31, -0.131351,-0.00633388,0.000532616,-0.315441,0.0897163,-0.240862,-0.240862;
0.32, -0.133074,-0.0132108,-5.70232e-05,-0.291807,0.0851266,-0.226164,-0.226164;
0.33, -0.0975992,-0.0194742,-0.000167701,-0.270041,0.0783201,-0.212203,-0.212203;
0.34, -0.095328,-0.0216895,-0.000538463,-0.249752,0.0719378,-0.19869,-0.19869;
0.35, -0.0786511,-0.0199564,-0.000907412,-0.231137,0.0691544,-0.186702,-0.186702;
0.36, -0.0781251,-0.0200941,-0.000796632,-0.213988,0.06709,-0.175621,-0.175621;
0.37, -0.112736,-0.0219568,-0.00051902,-0.198453,0.0665687,-0.166082,-0.166082;
0.38, -0.109935,-0.0242174,-6.26574e-05,-0.184214,0.0662725,-0.157403,-0.157403;
0.39, -0.0791907,-0.0195602,-0.000453814,-0.170776,0.063257,-0.148284,-0.148284;
0.4, -0.0520086,-0.0164015,-0.000442132,-0.158349,0.0605865,-0.139717,-0.139717;
0.41, -0.0825554,-0.0195086,-0.00207617,-0.147414,0.0605192,-0.133179,-0.133179;
0.42, -0.0840999,-0.0135379,-0.0015973,-0.137797,0.0627666,-0.128379,-0.128379;
0.43, -0.10028,-0.014746,-0.000705214,-0.128609,0.062642,-0.122908,-0.122908;
0.44, -0.0835823,-0.019995,-0.00204189,-0.120398,0.0620852,-0.118295,-0.118295;
0.45, -0.0668071,-0.0291948,-0.00203923,-0.112683,0.0602588,-0.113513,-0.113513;
0.46, -0.0934596,-0.0243686,-0.000606314,-0.105547,0.0599964,-0.109175,-0.109175;
0.47, -0.0900122,-0.02415,-0.000524363,-0.0987813,0.0615015,-0.104938,-0.104938;
0.48, -0.086153,-0.0268954,-0.00134834,-0.0925013,0.0607115,-0.100626,-0.100626;
0.49, -0.09558,-0.0232626,-0.000709996,-0.0867814,0.0601093,-0.0967618,-0.0967618;
0.5, -0.0819296,-0.0253981,-0.000163974,-0.081464,0.059965,-0.093136,-0.093136;
0.51, -0.0975631,-0.0307759,-0.000123292,-0.0766424,0.0589816,-0.0898083,-0.0898083;
0.52, -0.0814418,-0.0358012,-0.000580717,-0.0722823,0.0591856,-0.087028,-0.087028;
0.53, -0.0919789,-0.0342588,-0.000756496,-0.0679042,0.0583513,-0.0835552,-0.0835552;
0.54, -0.101191,-0.0182335,-0.00161626,-0.0638121,0.0589762,-0.0803725,-0.0803725;
0.55, -0.105416,-0.0233215,-0.00166042,-0.0600233,0.0587533,-0.0772612,-0.0772612;
0.56, -0.104402,-0.032697,-0.00140286,-0.057108,0.0572653,-0.0754563,-0.0754563;
0.57, -0.0548284,-0.0361533,-0.00164245,-0.0542227,0.0556058,-0.0733309,-0.0733309;
0.58, -0.051843,-0.0236359,-0.00183525,-0.0511955,0.0544107,-0.0705909,-0.0705909;
0.59, -0.0617567,-0.0168181,-0.00229238,-0.0487808,0.0574457,-0.0693343,-0.0693343;
0.6, -0.0499002,-0.0171969,-0.00197515,-0.0471404,0.0604241,-0.0694286,-0.0694286;
0.61, -0.0436741,-0.015597,-0.00133614,-0.0458728,0.0622058,-0.0698758,-0.0698758;
0.62, -0.0378908,-0.0139163,-0.000591659,-0.0448672,0.0647644,-0.0707191,-0.0707191;
0.63, -0.0714663,-0.01844,-0.000619695,-0.0441003,0.0676594,-0.0718829,-0.0718829;
0.64, -0.06613,-0.0247698,-0.00125447,-0.0435669,0.0707966,-0.0733318,-0.0733318;
0.65, -0.0647408,-0.0246023,-0.00120416,-0.042543,0.0711747,-0.0732326,-0.0732326;
0.66, -0.091353,-0.0233334,-0.0011351,-0.0413686,0.0719906,-0.072686,-0.072686;
0.67, -0.0941442,-0.0223084,-0.00110237,-0.0402996,0.072885,-0.0722149,-0.0722149;
0.68, -0.0744092,-0.0240277,-0.00158804,-0.0390775,0.0715407,-0.0710229,-0.0710229;
0.69, -0.0779489,-0.026124,-0.00134122,-0.0379713,0.0698826,-0.0698827,-0.0698827;
0.7, -0.0460788,-0.0249876,-0.00138944,-0.0371082,0.0699561,-0.0693396,-0.0693396;
0.71, -0.0733148,-0.0233975,-0.00115435,-0.0362108,0.0699127,-0.0685995,-0.0685995;
0.72, -0.0912098,-0.0220489,-0.000886563,-0.0357927,0.0724142,-0.0690447,-0.0690447;
0.73, -0.0987379,-0.0250133,-0.000877275,-0.0352008,0.0726648,-0.0687819,-0.0687819;
0.74, -0.0936593,-0.0269243,-0.000885161,-0.0345101,0.0712681,-0.0680318,-0.0680318;
0.75, -0.0928433,-0.021912,-0.000879453,-0.0336377,0.0693423,-0.0667793,-0.0667793;
0.76, -0.0942424,-0.0210451,-0.000927561,-0.0328111,0.0679721,-0.0656088,-0.0656088;
0.77, -0.0676837,-0.0231659,-0.000816885,-0.0322806,0.0666376,-0.0649877,-0.0649877;
0.78, -0.0478717,-0.0243127,-0.000568043,-0.0318269,0.0652392,-0.0644787,-0.0644787;
0.79, -0.0706017,-0.0228745,-0.000784287,-0.031648,0.0661369,-0.0647239,-0.0647239;
0.8, -0.0881001,-0.019055,-0.000874752,-0.0317037,0.068765,-0.0655658,-0.0655658;
0.81, -0.0715747,-0.0244936,-0.00106754,-0.0315695,0.0694637,-0.0657759,-0.0657759;
0.82, -0.0944823,-0.0285643,-0.00130664,-0.0313901,0.0684537,-0.0656774,-0.0656774;
0.83, -0.0834134,-0.0260994,-0.00147999,-0.0312006,0.0689056,-0.0656614,-0.0656614;
0.84, -0.077657,-0.024485,-0.000926725,-0.0305739,0.0677125,-0.064535,-0.064535;
0.85, -0.0672809,-0.0241927,-0.00101059,-0.0302106,0.0673055,-0.0640016,-0.0640016;
0.86, -0.0681659,-0.0241102,-0.00123809,-0.0300404,0.0673803,-0.0638821,-0.0638821;
0.87, -0.0521155,-0.0233323,-0.00105258,-0.0300499,0.0683116,-0.0641818,-0.0641818;
0.88, -0.0629394,-0.0239645,-0.00104823,-0.0300671,0.0691602,-0.0644782,-0.0644782;
0.89, -0.0802637,-0.0233313,-0.0014126,-0.0303264,0.0712249,-0.0653661,-0.0653661;
0.9, -0.0788277,-0.0243364,-0.00147091,-0.0304299,0.0723832,-0.0658148,-0.0658148;
0.91, -0.132504,-0.0236631,-0.0012574,-0.0303361,0.0719945,-0.0656769,-0.0656769;
0.92, -0.119173,-0.0228569,-0.000951215,-0.0302182,0.0716777,-0.0654886,-0.0654886;
0.93, -0.102575,-0.0277561,-0.000759163,-0.0294628,0.0670446,-0.0635563,-0.0635563;
0.94, -0.101509,-0.0255268,-0.000483516,-0.0289182,0.0634775,-0.062155,-0.062155;
0.95, -0.0802667,-0.0295151,-0.000969594,-0.0284204,0.0616925,-0.0610181,-0.0610181;
0.96, -0.0687648,-0.0226083,-0.00139791,-0.0280828,0.0601551,-0.060217,-0.060217;
0.97, -0.0802381,-0.0167115,-0.00170125,-0.0278905,0.0605689,-0.0599064,-0.0599064;
0.98, -0.0511865,-0.0238676,-0.00175528,-0.0281783,0.061784,-0.0606278,-0.0606278;
0.99, -0.0558695,-0.0209905,-0.000592058,-0.0285992,0.0618621,-0.0614804,-0.0614804;
1, -0.0551522,-0.0204711,-0.00109477,-0.0290645,0.064433,-0.0626563,-0.0626563;
1.01, -0.0522447,-0.0332805,-0.00114768,-0.0295743,0.0665264,-0.0638704,-0.0638704;
1.02, -0.0845562,-0.0312043,-0.000931708,-0.0301049,0.0684929,-0.0650926,-0.0650926;
1.03, -0.121304,-0.0288011,-0.000611012,-0.0300913,0.0709741,-0.0652417,-0.0652417;
1.04, -0.118169,-0.0226047,-0.000565924,-0.0296903,0.0706658,-0.0643723,-0.0643723;
1.05, -0.125699,-0.015837,-0.000393284,-0.0289099,0.0671631,-0.0624376,-0.0624376;
1.06, -0.104257,-0.0209029,-0.000726292,-0.0284863,0.0637365,-0.0612233,-0.0612233;
1.07, -0.0387859,-0.0321714,-0.000367158,-0.0283027,0.0597091,-0.060441,-0.060441;
1.08, -0.0471501,-0.0288029,-0.00064479,-0.0282267,0.057782,-0.0600537,-0.0600537;
1.09, -0.0792072,-0.0260194,-0.00148983,-0.0285609,0.0617364,-0.0610158,-0.0610158;
1.1, -0.0461725,-0.026377,-0.00133123,-0.0289353,0.0650386,-0.062004,-0.062004;
1.11, -0.042266,-0.0254894,-0.000938212,-0.0289952,0.0654249,-0.0620942,-0.0620942;
1.12, -0.0905635,-0.0226258,-0.000700563,-0.0294739,0.0682692,-0.0632142,-0.0632142;
1.13, -0.0789498,-0.0248298,-0.000616062,-0.0300549,0.0713702,-0.0645571,-0.0645571;
1.14, -0.0719846,-0.0238991,-0.000751824,-0.030061,0.0703155,-0.064397,-0.064397;
1.15, -0.090483,-0.0226,-0.000792272,-0.0301044,0.0700637,-0.0643541,-0.0643541;
1.16, -0.105498,-0.0223802,-0.000656084,-0.0302836,0.0704148,-0.0646505,-0.0646505;
1.17, -0.113003,-0.0245428,-0.000763162,-0.0302636,0.0692522,-0.0644217,-0.0644217;
1.18, -0.10136,-0.0254734,-0.000804244,-0.0300407,0.0668499,-0.0636774,-0.0636774;
1.19, -0.0917041,-0.0253908,-0.00101373,-0.0296109,0.0639972,-0.0625043,-0.0625043;
1.2, -0.0806161,-0.0246726,-0.000961502,-0.0293407,0.0622577,-0.061732,-0.061732;
1.21, -0.0669663,-0.0223596,-0.00128419,-0.0292271,0.0614748,-0.0613634,-0.0613634;
1.22, -0.0780918,-0.0243342,-0.000899587,-0.0293333,0.0616719,-0.0615056,-0.0615056;
1.23, -0.0681562,-0.0245412,-0.000689891,-0.0297687,0.0629398,-0.0623589,-0.0623589;
1.24, -0.0677446,-0.0231218,-0.000737033,-0.0299425,0.0633559,-0.0626548,-0.0626548;
1.25, -0.0373101,-0.0231483,-0.000643645,-0.0302191,0.0644991,-0.0631941,-0.0631941;
1.26, -0.0423869,-0.0245596,-0.000750372,-0.0305627,0.0656063,-0.0638543,-0.0638543;
1.27, -0.0521632,-0.0238476,-0.000235963,-0.0313655,0.0690716,-0.0655808,-0.0655808;
1.28, -0.063065,-0.0236661,-9.34409e-05,-0.0320123,0.0721067,-0.0669679,-0.0669679;
1.29, -0.0677941,-0.0224036,-0.000523511,-0.0324916,0.074109,-0.0679462,-0.0679462;
1.3, -0.0833472,-0.0237619,-0.000972937,-0.0327728,0.0750411,-0.068456,-0.068456;
1.31, -0.0718849,-0.0237698,-0.000938104,-0.033026,0.0754261,-0.0688505,-0.0688505;
1.32, -0.0857911,-0.0247671,-0.00051686,-0.0329793,0.0745554,-0.0685631,-0.0685631;
1.33, -0.078391,-0.027596,-0.00061818,-0.0330886,0.0745782,-0.0686513,-0.0686513;
1.34, -0.0975302,-0.0280138,-0.000818436,-0.0329371,0.0735732,-0.06816,-0.06816;
1.35, -0.0966375,-0.0271472,-0.000759591,-0.0327739,0.0732432,-0.0677008,-0.0677008;
1.36, -0.0941031,-0.0251141,-0.000587071,-0.0323265,0.0714599,-0.0665848,-0.0665848;
1.37, -0.0873597,-0.0249783,-0.000409994,-0.0319467,0.0697483,-0.0656046,-0.0656046;
1.38, -0.118179,-0.0243033,-0.000384646,-0.0317269,0.0682856,-0.0649738,-0.0649738;
1.39, -0.109169,-0.0236849,-0.000433333,-0.0316549,0.0674579,-0.0646686,-0.0646686;
1.4, -0.0796289,-0.0251541,-0.000397581,-0.0311494,0.0642375,-0.0633556,-0.0633556;
1.41, -0.0896521,-0.0235996,0.00011082,-0.0308196,0.0617782,-0.0624446,-0.0624446;
1.42, -0.0911734,-0.0221726,-4.79049e-05,-0.0309207,0.061927,-0.0625521,-0.0625521;
1.43, -0.0662818,-0.0226814,-0.000464422,-0.0309673,0.0613711,-0.0625075,-0.0625075;
1.44, -0.071022,-0.0275936,-0.000497492,-0.0310524,0.0606355,-0.0625338,-0.0625338;
1.45, -0.085171,-0.0289152,-0.000269348,-0.0315198,0.0619541,-0.0634151,-0.0634151;
