0, -1.539, -0.18781, 0.714751; 
0.01, -1.53905, -0.18786, 0.714801; 
0.02, -1.5391, -0.18791, 0.714851; 
0.03, -1.53915, -0.18796, 0.714901; 
0.04, -1.5392, -0.18801, 0.714951; 
0.05, -1.53925, -0.18806, 0.715001; 
0.06, -1.5393, -0.18811, 0.715051; 
0.07, -1.53935, -0.18816, 0.715101; 
0.08, -1.5394, -0.18821, 0.715151; 
0.09, -1.53945, -0.18826, 0.715201; 
0.1, -1.5395, -0.18831, 0.715251; 
0.11, -1.53955, -0.18836, 0.715301; 
0.12, -1.5396, -0.18841, 0.715351; 
0.13, -1.53965, -0.18846, 0.715401; 
0.14, -1.5397, -0.18851, 0.715451; 
0.15, -1.53975, -0.18856, 0.715501; 
0.16, -1.5398, -0.18861, 0.715551; 
0.17, -1.53985, -0.18866, 0.715601; 
0.18, -1.5399, -0.18871, 0.715651; 
0.19, -1.53995, -0.18876, 0.715701; 
0.2, -1.54, -0.18881, 0.715751; 
0.21, -1.54005, -0.18886, 0.715801; 
0.22, -1.5401, -0.18891, 0.715851; 
0.23, -1.54015, -0.18896, 0.715901; 
0.24, -1.5402, -0.18901, 0.715951; 
0.25, -1.54025, -0.18906, 0.716001; 
0.26, -1.5403, -0.18911, 0.716051; 
0.27, -1.54035, -0.18916, 0.716101; 
0.28, -1.5404, -0.18921, 0.716151; 
0.29, -1.54045, -0.18926, 0.716201; 
0.3, -1.5405, -0.18931, 0.716251; 
0.31, -1.54055, -0.18936, 0.716301; 
0.32, -1.5406, -0.18941, 0.716351; 
0.33, -1.54065, -0.18946, 0.716401; 
0.34, -1.5407, -0.18951, 0.716451; 
0.35, -1.54075, -0.18956, 0.716501; 
0.36, -1.5408, -0.18961, 0.716551; 
0.37, -1.54085, -0.18966, 0.716601; 
0.38, -1.5409, -0.18971, 0.716651; 
0.39, -1.54095, -0.18976, 0.716701; 
0.4, -1.541, -0.18981, 0.716751; 
0.41, -1.54105, -0.18986, 0.716801; 
0.42, -1.5411, -0.18991, 0.716851; 
0.43, -1.54115, -0.18996, 0.716901; 
0.44, -1.5412, -0.19001, 0.716951; 
0.45, -1.54125, -0.19006, 0.717001; 
0.46, -1.5413, -0.19011, 0.717051; 
0.47, -1.54135, -0.19016, 0.717101; 
0.48, -1.5414, -0.19021, 0.717151; 
0.49, -1.54145, -0.19026, 0.717201; 
0.5, -1.5415, -0.19031, 0.717251; 
0.51, -1.54155, -0.19036, 0.717301; 
0.52, -1.5416, -0.19041, 0.717351; 
0.53, -1.54165, -0.19046, 0.717401; 
0.54, -1.5417, -0.19051, 0.717451; 
0.55, -1.54175, -0.19056, 0.717501; 
0.56, -1.5418, -0.19061, 0.717551; 
0.57, -1.54185, -0.19066, 0.717601; 
0.58, -1.5419, -0.19071, 0.717651; 
